DID,Name of Donor,Multilateral,DAC Bilateral,Non-DAC Bilateral,Q14_All,Q14_Rank,Q14_Percent,Q21_All,Q21_Rank,Q21_Percent,Q25_All,Q25_Rank,Q25_Percent,Q14_C1,Q14_C2,Q14_C3,Q14_C4,Q14_C5,Q14_C6,Q14_C7,Q14_C8,Q14_C9,Q14_C10,Q14_C11,Q14_C12,Q14_C13,Q14_C14,Q14_C15,Q14_C16,Q14_C17,Q14_C18,Q14_C19,Q14_C20,Q14_C21,Q14_C22,Q14_C23,Q14_C24,Q14_C25,Q14_C26,Q14_C27,Q14_C28,Q14_C29,Q14_C30,Q14_C31,Q14_C32,Q14_C33,Q14_C34,Q14_C35,Q14_C36,Q14_C37,Q14_C38,Q14_C39,Q14_C40,Q14_C41,Q14_C42,Q14_C43,Q14_C44,Q14_C45,Q14_C46,Q14_C47,Q14_C48,Q14_C49,Q14_C50,Q14_C51,Q14_C52,Q14_C53,Q14_C54,Q14_C55,Q14_C56,Q14_C57,Q14_C58,Q14_C59,Q14_C60,Q14_C61,Q14_C62,Q14_C63,Q14_C64,Q14_C65,Q14_C66,Q14_C67,Q14_C68,Q14_C69,Q14_C70,Q14_C71,Q14_C72,Q14_C73,Q14_C74,Q14_C75,Q14_C76,Q14_C77,Q14_C78,Q14_C79,Q14_C80,Q14_C81,Q14_C82,Q14_C83,Q14_C84,Q14_C85,Q14_C86,Q14_C87,Q14_C88,Q14_C89,Q14_C90,Q14_C91,Q14_C92,Q14_C93,Q14_C94,Q14_C95,Q14_C96,Q14_C97,Q14_C98,Q14_C99,Q14_C100,Q14_C101,Q14_C102,Q14_C103,Q14_C104,Q14_C105,Q14_C106,Q14_C107,Q14_C108,Q14_C109,Q14_C110,Q14_C111,Q14_C112,Q14_C113,Q14_C114,Q14_C115,Q14_C116,Q14_C117,Q14_C118,Q14_C119,Q14_C120,Q14_C121,Q14_C122,Q14_C123,Q14_C124,Q14_C125,Q14_C126,Q21_C1,Q21_C2,Q21_C3,Q21_C4,Q21_C5,Q21_C6,Q21_C7,Q21_C8,Q21_C9,Q21_C10,Q21_C11,Q21_C12,Q21_C13,Q21_C14,Q21_C15,Q21_C16,Q21_C17,Q21_C18,Q21_C19,Q21_C20,Q21_C21,Q21_C22,Q21_C23,Q21_C24,Q21_C25,Q21_C26,Q21_C27,Q21_C28,Q21_C29,Q21_C30,Q21_C31,Q21_C32,Q21_C33,Q21_C34,Q21_C35,Q21_C36,Q21_C37,Q21_C38,Q21_C39,Q21_C40,Q21_C41,Q21_C42,Q21_C43,Q21_C44,Q21_C45,Q21_C46,Q21_C47,Q21_C48,Q21_C49,Q21_C50,Q21_C51,Q21_C52,Q21_C53,Q21_C54,Q21_C55,Q21_C56,Q21_C57,Q21_C58,Q21_C59,Q21_C60,Q21_C61,Q21_C62,Q21_C63,Q21_C64,Q21_C65,Q21_C66,Q21_C67,Q21_C68,Q21_C69,Q21_C70,Q21_C71,Q21_C72,Q21_C73,Q21_C74,Q21_C75,Q21_C76,Q21_C77,Q21_C78,Q21_C79,Q21_C80,Q21_C81,Q21_C82,Q21_C83,Q21_C84,Q21_C85,Q21_C86,Q21_C87,Q21_C88,Q21_C89,Q21_C90,Q21_C91,Q21_C92,Q21_C93,Q21_C94,Q21_C95,Q21_C96,Q21_C97,Q21_C98,Q21_C99,Q21_C100,Q21_C101,Q21_C102,Q21_C103,Q21_C104,Q21_C105,Q21_C106,Q21_C107,Q21_C108,Q21_C109,Q21_C110,Q21_C111,Q21_C112,Q21_C113,Q21_C114,Q21_C115,Q21_C116,Q21_C117,Q21_C118,Q21_C119,Q21_C120,Q21_C121,Q21_C122,Q21_C123,Q21_C124,Q21_C125,Q21_C126,Q25_C1,Q25_C2,Q25_C3,Q25_C4,Q25_C5,Q25_C6,Q25_C7,Q25_C8,Q25_C9,Q25_C10,Q25_C11,Q25_C12,Q25_C13,Q25_C14,Q25_C15,Q25_C16,Q25_C17,Q25_C18,Q25_C19,Q25_C20,Q25_C21,Q25_C22,Q25_C23,Q25_C24,Q25_C25,Q25_C26,Q25_C27,Q25_C28,Q25_C29,Q25_C30,Q25_C31,Q25_C32,Q25_C33,Q25_C34,Q25_C35,Q25_C36,Q25_C37,Q25_C38,Q25_C39,Q25_C40,Q25_C41,Q25_C42,Q25_C43,Q25_C44,Q25_C45,Q25_C46,Q25_C47,Q25_C48,Q25_C49,Q25_C50,Q25_C51,Q25_C52,Q25_C53,Q25_C54,Q25_C55,Q25_C56,Q25_C57,Q25_C58,Q25_C59,Q25_C60,Q25_C61,Q25_C62,Q25_C63,Q25_C64,Q25_C65,Q25_C66,Q25_C67,Q25_C68,Q25_C69,Q25_C70,Q25_C71,Q25_C72,Q25_C73,Q25_C74,Q25_C75,Q25_C76,Q25_C77,Q25_C78,Q25_C79,Q25_C80,Q25_C81,Q25_C82,Q25_C83,Q25_C84,Q25_C85,Q25_C86,Q25_C87,Q25_C88,Q25_C89,Q25_C90,Q25_C91,Q25_C92,Q25_C93,Q25_C94,Q25_C95,Q25_C96,Q25_C97,Q25_C98,Q25_C99,Q25_C100,Q25_C101,Q25_C102,Q25_C103,Q25_C104,Q25_C105,Q25_C106,Q25_C107,Q25_C108,Q25_C109,Q25_C110,Q25_C111,Q25_C112,Q25_C113,Q25_C114,Q25_C115,Q25_C116,Q25_C117,Q25_C118,Q25_C119,Q25_C120,Q25_C121,Q25_C122,Q25_C123,Q25_C124,Q25_C125,Q25_C126,Q14_PD1,Q14_PD2,Q14_PD3,Q14_PD4,Q14_PD5,Q14_PD6,Q14_PD7,Q14_PD8,Q14_PD9,Q14_PD10,Q14_PD11,Q14_PD12,Q14_PD13,Q14_PD14,Q14_PD15,Q14_PD16,Q14_PD17,Q14_PD18,Q14_PD19,Q14_PD20,Q14_PD21,Q14_PD22,Q14_PD23,Q14_PGC1,Q14_PGC2,Q14_PGC3,Q21_PGC1,Q21_PGC2,Q21_PGC3,Q22_PT1,Q22_PT2,Q22_PT3,Q22_PT4,Q22_PT5,Q22_PT6,Q22_PT7,Q22_PT8,Q22_PT9,Q22_PT10,Q22_PT11,Q22_PT12,Q22_PT13,Q22_PT14,Q22_PT15,Q22_PT16
,Multilateral_Average,,,,3.2059403,,,2.370056581,,,3.3499164095,,,3.1820977625,3.4629251286,3.55555555,3.6666666667,3.3951389,3.8333333,3.32083335,#DIV/0!,3.6638888909,4.02499998,3.5657407333,2.583333325,3.7130952333,4.378472225,2.8517573571,3.6736111333,3.7958333286,3.6599206286,2.8278486429,2.93555556,4.22444444,3.8194444333,3.916666675,#DIV/0!,3.37666668,4.1267857143,3.5595238143,3.3472222333,4.0543981667,#DIV/0!,3.6620370667,3.2784941143,2.7673612,2.7696759333,3.0624999875,#DIV/0!,#DIV/0!,3.5875,#DIV/0!,3.42894345,3.7980887667,3.2009070286,3.00398065,3.6561111,3.82291665,3.1296296167,3.2958444,3.0127551429,3.4527778,2.9663735625,#DIV/0!,3.17583332,4.0583334,2.98300289,#DIV/0!,3.6153911571,3.08333332,#DIV/0!,3.6609291833,3.3333333667,3.6281462571,3.70555556,4.2685185333,3.5287386286,3.9886078,3.4260487429,3.4978483857,3.9722222,3.559127,3.4444444,4.0684523857,#DIV/0!,3.7343962714,3.6993055667,3.868055575,2.8808201333,3.6296768857,3.3869047571,4.13888888,3.4653769857,2.6696429,3.396729575,4.0970238,3.1006283333,2.9884176625,3.3888889,3.6297619571,3.3159722625,4.0694444429,#DIV/0!,3.8973611,3.44444445,3.875,#DIV/0!,2.8303571571,4.43020825,3.8559523714,3.03055555,2.4375,#DIV/0!,3.41666665,3.045833325,3.7083333667,2.7923611125,3.5805555667,3.8194444333,2.8736111,3.97916665,4.24954546,3.97916665,2.7233796167,3.47666664,3.395833325,2.9436508286,2.8669246,#DIV/0!,3.3273809714,3.8422619125,4.125,#DIV/0!,3.7659864,3.5555555667,2.9736992889,4.0939178857,#DIV/0!,4.03777776,2.9806043857,3.0310090857,2.5787037,2.6236111,2.794967525,2.5289682714,2.8099773429,2.447916675,2.699875925,3.2781462571,2.58420636,2.6476562375,3.1171627,2.84722224,2.06805555,2.6297619143,3.2190617857,3.2893707429,2.8514560375,2.8943783167,2.97847225,3.3056122429,2.6553571429,#DIV/0!,2.2767857571,3.3761904714,2.9413406857,2.44583334,3.3094812857,#DIV/0!,2.4009920714,2.6688522125,1.63373026,2.6798611167,2.6695685125,#DIV/0!,2.7361111,2.6972505714,2.5388889,3.3625425143,2.9873095,3.1218254,2.58309315,3.2183862667,3.5224206143,2.3398148889,2.7360161778,2.634486625,2.79833334,2.2999381571,2.0666667,2.4125105167,3.25406744,2.3176016122,2.6001984,2.9980442143,2.99444444,#DIV/0!,3.0389968143,2.611111125,3.02579365,3.0097553,3.694444425,3.170198625,2.7759169167,2.8458223556,2.5118123444,2.541666675,3.1948554429,3.072916675,2.9503401429,#DIV/0!,3.562811575,2.7843915,3.13416668,2.3812748,3.0464852571,2.5170965571,2.75753968,2.6002879,2.6866319625,3.2154053429,2.9945245429,2.2331065857,2.9216553429,3.375000025,3.135677025,2.606473225,2.586268025,2.6666667,3.36180555,3.0660714286,2.6398809429,2.5992063429,2.7156037286,3.0625850286,3.2875991625,2.9689814833,2.5373677,1.625,1.9872685167,3.0277116333,2.5752267714,2.4293898625,2.811574,3.5,2.28319444,2.980009925,2.7191468286,1.875,2.7970379714,2.7769841143,2.914930575,2.563616075,2.1346891667,2.5,2.7063491471,3.1386853286,2.8402116333,2.4131944333,2.4506377429,3.29027778,2.33167165,2.4412289714,#DIV/0!,2.7695294714,3.1965703,3.5964285667,3.1666667,3.5833333,3.9875,4.1666667,2.92916666,#DIV/0!,3.58333335,3.3851851667,3.35555555,#DIV/0!,3.245659725,3.4629629667,2.61944438,3.90416665,3.3321428429,3.8244047571,3.6069586,3.53472225,3.96527775,3.3583333333,2.784722225,#DIV/0!,3.833333,3.5370370333,3.23222222,4.0555555,3.96875,#DIV/0!,3.3333333,3.65879625,3.333333,2.84375,4,#DIV/0!,#DIV/0!,3.3516203667,#DIV/0!,3.9874999833,3.8724489714,3.5027777667,3.5680555571,4.2222222,3.85185185,3.666667,3.5208616429,3.177083325,#DIV/0!,2.94375,#DIV/0!,2.44791665,4.2481480333,3.4626322833,#DIV/0!,3.7863095429,3.5,#DIV/0!,3.6388888667,#DIV/0!,3.5,#DIV/0!,#DIV/0!,3.8252125857,3.9613492,3.7803571571,3.6123299429,3.4166666667,3.4431349,#DIV/0!,3.7563889,#DIV/0!,4.0805556,3.8541666667,4.4166667,3.4375,3.8027777857,4.0625,3.5925926,2.9687925143,3.578125,3.7318954857,3.1574074,3.204861125,3.37722222,#DIV/0!,3.9277778,3.513541675,4.08234126,#DIV/0!,4.6309524,3.6961111,3.9340278,#DIV/0!,3.2134259167,3.3611111,3.8078703833,3.4148148,#DIV/0!,#DIV/0!,2.6898148,3.02166666,4.375,3.30555555,3.3194445,#DIV/0!,3.52083335,3.77083335,4.08015872,3.125,3.6666667,3.78680555,3.58333335,3.0892857,3.4216269667,#DIV/0!,3.4166667,3.3589852571,3.5,#DIV/0!,3.71333336,3.8888889,2.75541666,3.43425925,#DIV/0!,3.18222224,3.2022220941,3.2540151538,3.1847538091,3.39962672,3.2298453857,3.2029491643,3.35171129,3.57619566,3.5586825111,3.1694805143,3.4863916,3.0238285286,3.4827055556,3.399479175,3.3936441923,3.79354965,3.1022262667,3.2666286833,3.2616755545,3.272901,3.1574074,3.409659,3.5009159727,3.1191994158,3.10306704,3.27689381,2.2348640105,2.1412194773,2.6486143667,2.3465016471,2.2934834786,2.4433688692,2.7490238182,2.352703,2.9016368333,2.1963402389,2.4871757692,2.484844,2.5767628,2.4538069167,2.49436775,2.4862708182,2.730949,2.9563552222,2.8302715
,DAC_Bilateral_Average,,,,3.1256979727,,,2.0093292636,,,3.12461603,,,2.6697426857,3.3356481333,#DIV/0!,2.85590275,3.6962963,2.9444444333,2.9598958375,#DIV/0!,3.15111112,4.32301586,3.0215278,1.729861125,3.5713955,4.5,2.5146825429,2.5940476143,3.5458994667,2.9124834667,2.2519173111,2.85666668,3.78666668,3.72916665,#DIV/0!,#DIV/0!,2.6788548571,2.8333333333,3.2968253857,3.5,3.7444444333,#DIV/0!,3.27083335,2.6481837667,2.16948412,2.2147569625,2.7467970286,#DIV/0!,#DIV/0!,3.271627,4.6,3.5361111,3.5087775625,3.1899092714,2.733669275,3.309127,2.5,3.092592575,3.2171296333,2.93819446,3.625,2.6557354,#DIV/0!,2.934375,3.393749975,2.65495699,#DIV/0!,3.8336433625,2.5208333,#DIV/0!,3.4648617875,2.81055556,3.95244708,2.73333334,#DIV/0!,2.9903854167,3.7635577455,3.16696952,3.3537302857,#DIV/0!,2.9201388833,3.79166665,4.23,2.0583333,3.5536706143,3.5643527143,3.552777775,2.57573165,3.19679563,3.05583334,3.4210373,2.9603325,2.6210317333,2.8814451714,3.6826814286,2.3410879667,2.5128502917,3.1111111,2.85000002,2.73273808,3.4023889111,#DIV/0!,3.20694442,2.9244047571,3.676934525,#DIV/0!,2.4140872857,4.40333334,3.1984127,2.95992065,2.5,#DIV/0!,2.10777778,2.6775463,3.3822751333,2.50347225,#DIV/0!,3.7222222,3.57738095,#DIV/0!,4.25611112,2.9166667,3.22555554,3.110416675,3.529166675,3.0777777667,2.02083335,#DIV/0!,3.8388889,3.71752645,4.2222222,#DIV/0!,3.0176852,2.8888889,3.0567955667,3.1316571143,#DIV/0!,3.2436508,2.45455695,2.056805552,1.56597225,1.5122891875,1.6970241588,2.44551588,2.24931177,2.0694444333,2.48357142,2.9052691875,1.8016414,1.7218253889,2.3601114889,2.6125,1.6476190429,2.4248236222,2.4631777,2.3730068543,2.4391585889,2.2291335833,2.3944088333,2.189678025,1.9652777667,#DIV/0!,1.9614197522,1.7063492133,2.3090136143,2.7142857,2.76412696,#DIV/0!,1.775,1.7425234667,1.33597884,1.584280285,1.9774154667,#DIV/0!,1.8333333,1.7879980444,1.28968253,1.822552905,2.11243683,3.3523414875,2.1818307,3.12761906,1.98958335,2.128273825,2.3766355286,2.2906250143,1.4737103175,1.8446193,#DIV/0!,1.8207621625,1.7322916575,1.721063671,2.00510206,2.7346979333,2.98511905,#DIV/0!,2.497536777,2.595138875,2.80223484,2.9735509875,3.6666667,2.4167486143,2.0722417417,2.0404416267,2.2672291,1.5,2.415752825,3.2731481333,2.07545636,0.8333333333,2.5437250778,2.3996399375,2.88666666,1.6518730013,2.70052545,2.1946428667,2.1359508667,1.8820980125,2.1106481333,2.5772253286,2.2484618857,1.5056995775,2.505031075,2.19722222,2.8682539667,1.86522728,2.1833651667,4.1666667,1.9381012667,2.177965435,2.20230655,2.3958333,1.9078924189,2.34673534,2.38930375,2.733680575,2.6867424333,2.25,1.8011243333,2.46470055,1.77408008,1.4470096571,2.6759259333,2.91666665,1.37785295,2.786979175,2.7121856429,1.7592592667,2.46356953,1.75223215,2.406250025,1.4170068157,1.1798611167,1.590277775,2.585416675,2.5882817889,2.0681795625,2.1421296167,2.3240174667,2.90625,2.2691264167,2.23038701,#DIV/0!,2.1987419143,2.4347789143,3.10208335,#DIV/0!,#DIV/0!,3.49652775,3.5,2.35069445,#DIV/0!,#DIV/0!,3.9,3.70833335,#DIV/0!,3.067708325,#DIV/0!,3,3,3.4511111,3.1831916,3.1420928889,2.8222222,4.05555555,2.8888889,#DIV/0!,#DIV/0!,#DIV/0!,2.9166667,2.9027777667,2.25,3.3888889,#DIV/0!,#DIV/0!,2.7436508,#DIV/0!,2.5924603667,4.0638889,#DIV/0!,#DIV/0!,2.74027776,#DIV/0!,#DIV/0!,3.2897899,3.1782407667,3.13194445,#DIV/0!,#DIV/0!,#DIV/0!,3.0277778,3.4166666,#DIV/0!,2.81130954,#DIV/0!,2.5972222,3.16666665,3.3934986333,#DIV/0!,3.5839285571,4.1041667,#DIV/0!,3.5749053,#DIV/0!,3.62619045,4,#DIV/0!,3.27434066,3.94467924,3.4937296,3.2564625857,#DIV/0!,3.1666666667,#DIV/0!,3.50555556,#DIV/0!,3.4851953667,3.636111125,3.6666667,3.05444446,3.34548615,3.5625,3.0416667,2.4380952333,3.1999999,3.08916666,2.8298611,2.5171957667,2.8958333333,3.7777778,3.80111112,3.5438889,3.6869047667,#DIV/0!,4.00892855,2.8918154667,3.65833335,#DIV/0!,3.065,3.58333335,3.3981481333,3.4490740667,3,#DIV/0!,3.0231481333,2.762731475,3.375,#DIV/0!,#DIV/0!,#DIV/0!,3.55,#DIV/0!,3.58444444,3,2.9166666667,3.27083335,4.3981481333,2.6666667,#DIV/0!,#DIV/0!,2.83333335,2.8467482333,4,#DIV/0!,3.77447915,#DIV/0!,2.48970238,3.187847225,#DIV/0!,2,2.9878858067,2.7118170889,3.04548682,2.9078665167,2.8606366615,3.3543927867,3.4037108143,3.10286075,3.3870051727,3.25218255,3.556065425,2.811216875,3.1095016111,3.5175,3.3390239538,3.31972224,2.9474400091,3.108671725,3.2401340833,3.0975783692,3.48809526,3.68539885,3.0712876533,3.002092645,3.1279311368,3.491454281,1.91413637,2.3769685105,2.554948535,2.1781481579,1.9136721765,2.0125103125,2.3205477143,1.89939995,1.9482142857,1.8047539444,2.0757916667,2.1896920769,1.5247612143,2.0783178667,1.9143226316,1.8196728667,2.098953,2.29557725,2.1004550909
,NonDAC_Bilateral_Average,,,,2.6018962214,,,1.3131274457,,,2.6965964,,,1.7526455,1.875,#DIV/0!,1.547619,#DIV/0!,3.2777778,#DIV/0!,#DIV/0!,2.91666665,#DIV/0!,3.6666667,1.3333334,2.8333333,#DIV/0!,1.9222222,#DIV/0!,#DIV/0!,2.3333333,2.75,2.6666667,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,3,3.6666667,3.2027778,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1.75,2.25833335,1.6018518667,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,2.4444444,#DIV/0!,2.6375,2.3333334,2.6222222,3,2.6777778,#DIV/0!,#DIV/0!,2.4722222,#DIV/0!,#DIV/0!,3,1.86805555,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,3.6333333,#DIV/0!,3.0694444333,2.25,#DIV/0!,2.0980159,3.68333335,2.7666666667,2.3333334,#DIV/0!,2.3125,2.75,#DIV/0!,#DIV/0!,#DIV/0!,2.875,#DIV/0!,1.58333335,2.0694444333,2.77083335,3.2777778,3,#DIV/0!,1.75,4,#DIV/0!,2.3888889,#DIV/0!,1.7833333,2.0416667,#DIV/0!,#DIV/0!,#DIV/0!,2.41666665,3.1111111,#DIV/0!,1.8333333,#DIV/0!,2.0333333,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,2.6666666,3.47916665,2.85,3.0555556,#DIV/0!,#DIV/0!,#DIV/0!,3.75,#DIV/0!,2.6666666,2.1375,2.3333333,#DIV/0!,#DIV/0!,#DIV/0!,3.7333333,3.225,#DIV/0!,#DIV/0!,2.3690476,#DIV/0!,2.7037037,2.9325397,#DIV/0!,2.72916665,1.47757936,1.0833333,#DIV/0!,2.2,1.6666667,2.0111111,#DIV/0!,#DIV/0!,1.47777776,#DIV/0!,2.5277778,2.60416665,1.1666667,#DIV/0!,0.33333333,#DIV/0!,#DIV/0!,2.51666665,1.83333335,#DIV/0!,1.97222225,1.6666667,#DIV/0!,#DIV/0!,1.375,2.09722225,1.82291665,#DIV/0!,0.8888889,#DIV/0!,#DIV/0!,1.7416667,#DIV/0!,1.44444442,2.25,#DIV/0!,#DIV/0!,1.75,1.8333333,1,0.91666667,4.125,1.4375,1.9333333,2.225,1.090277795,2.1549934,#DIV/0!,#DIV/0!,1.7777778,#DIV/0!,1.4444444,#DIV/0!,0.5694444433,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1.7460317,#DIV/0!,2,4.0833333,#DIV/0!,1.086111114,1.98958335,0.83020834,1.3333333,#DIV/0!,1.1875,3.1666667,1.4259259333,#DIV/0!,#DIV/0!,2.2000000333,#DIV/0!,0.16666667,1.7546296433,1.89583335,1.83333335,1.87708335,#DIV/0!,#DIV/0!,1.2222222,0.72222222,0.88835979,#DIV/0!,2.32083335,1.2708333,2.6666667,#DIV/0!,#DIV/0!,0.60416666,1.1666667,1.5625,0.979166665,3,1.1333333,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1.1333333,2.40625,1.77305556,1.6666667,1,2.1111111,0.49999998,2.8333333,#DIV/0!,2.54166665,1.275,1.2,1.375,#DIV/0!,1.8333333,1.7166667,1.1960317667,#DIV/0!,#DIV/0!,0.90625,#DIV/0!,1.776041675,1.4766865075,#DIV/0!,1.8152777767,3.3333333,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,2.75,#DIV/0!,#DIV/0!,3,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,2.7777778,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1.8333333,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,2.5,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,2.25,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,2.2222222,#DIV/0!,#DIV/0!,2.4318570889,2.2328231143,3.389583325,2.008928575,2.8506648143,2.7468050125,2.94785354,2,2.9666667,#DIV/0!,2.3015873,2.2394841286,2.9480057,#DIV/0!,2.8660606,#DIV/0!,2.6,2.25,2.663764875,2.9672619,2.4,#DIV/0!,2.2814814667,2.5715351143,2.4427072909,2.5740018636,1.1892559077,1.4697146767,1.4889437491,0.97596573,0.8912001,1.368689625,0.9575758833,1.0441843667,#DIV/0!,0.9822258222,1.3457043875,1.2051090875,1.140294325,1.0750661667,0.911827875,1.18611105,0.875,2.0018318,1.6339285
